Cardiac Cycle (beat),ECG_P_Peaks,ECG_Q_Peaks,ECG_R_Peaks,ECG_S_Peaks,ECG_T_Peaks,Px,Py,Qx,Qy,Rx,Ry,Sx,Sy,Tx,Ty,OnQRS_x,OffQRS_x,OnQRS_y,OffQRS_y,PPinterval,QQinterval,RRinterval,SSinterval,TTinterval,PP2,QQ2,RR2,SS2,TT2,P-Pamplitude,Q-Qamplitude,R-Ramplitude,S-Samplitude,T-Tamplitude,R-R2amplitude,Q-Q2amplitude,R-R2amplitude,S-S2amplitude,T-T2amplitude,P->R interval,Q->S interval,Q->T interval,T->Q interval,P->R segment,S->T segment,PQ_y_diff,QR_y_diff,RS_y_diff,ST_y_diff,HRV-RRinterval,HRV-PreRRinterval,HRV-PosRRinterval,HPF X4,HPF X5
880,160584,160602,160607,160615,160669,0,0.0219727,18,-0.318604,23,0.711914,31,-0.118652,85,0.019775400000000002,9.0,58.0,-0.32959,-0.039550800000000004,0,2,3,2,-31,160797,160799,160800,160799,160766,0.008789000000000002,-0.017578000000000038,0.0021969999999998935,-0.013183999999999987,-0.01757813,0.0021969999999998935,-0.017578000000000038,0.0021969999999998935,-0.013183999999999987,-0.01757813,23,13,67,148,23,54,-0.3405767,1.030518,-0.830566,0.1384274,217,221,216,-4,-1
881,160797,160817,160823,160830,160851,0,0.030761700000000003,20,-0.33618200000000004,26,0.7141109999999999,33,-0.13183599999999998,54,0.00219727,10.0,43.5,-0.44824200000000003,-0.026367200000000004,0,-1,-2,-1,31,161018,161017,161016,161017,161049,-0.006591800000000002,0.046143000000000045,-0.03295899999999985,0.02416999999999997,0.01318363,-0.03295899999999985,0.046143000000000045,-0.03295899999999985,0.02416999999999997,0.01318363,26,13,34,186,26,21,-0.36694370000000004,1.050293,-0.8459469999999999,0.13403326999999998,216,217,219,-1,3
882,161018,161037,161042,161050,161103,0,0.0241699,19,-0.290039,24,0.6811520000000001,32,-0.10766600000000001,85,0.0153809,9.5,58.5,-0.32959,-0.039550800000000004,0,2,2,1,4,161239,161241,161241,161240,161243,0.0,0.03515600000000002,-0.0065910000000001245,0.00439500000000001,0.004394500000000003,-0.0065910000000001245,0.03515600000000002,-0.0065910000000001245,0.00439500000000001,0.004394500000000003,24,13,66,157,24,53,-0.3142089,0.9711910000000001,-0.7888180000000001,0.12304690000000001,219,216,223,3,4
883,161239,161260,161265,161272,161328,0,0.0241699,21,-0.25488299999999997,26,0.674561,33,-0.103271,89,0.019775400000000002,10.5,61.0,-0.44824200000000003,-0.0153809,0,-2,-2,-2,-4,161467,161465,161465,161465,161463,0.0,-0.03076200000000001,-0.019775999999999905,-0.019776000000000002,-0.004394500000000003,-0.019775999999999905,-0.03076200000000001,-0.019775999999999905,-0.019776000000000002,-0.004394500000000003,26,12,68,158,26,56,-0.2790529,0.9294439999999999,-0.777832,0.1230464,223,219,226,4,3
884,161467,161486,161491,161498,161552,0,0.0241699,19,-0.285645,24,0.6547850000000001,31,-0.123047,85,0.0153809,9.5,58.0,-0.32959,-0.039550800000000004,0,1,2,2,4,161694,161695,161696,161696,161698,0.0043945999999999985,-0.06591800000000003,0.0,0.01098600000000001,0.0,0.0,-0.06591800000000003,0.0,0.01098600000000001,0.0,24,12,66,162,24,54,-0.3098149,0.9404300000000001,-0.7778320000000001,0.1384279,226,223,229,3,3
885,161694,161714,161720,161727,161783,0,0.0285645,20,-0.351563,26,0.6547850000000001,33,-0.112061,89,0.0153809,10.0,61.0,-0.44824200000000003,-0.0153809,0,0,-1,-1,3,161921,161921,161920,161920,161924,-0.0109864,0.10766700000000001,0.08569399999999994,-0.037353000000000025,0.006591800000000002,0.08569399999999994,0.10766700000000001,0.08569399999999994,-0.037353000000000025,0.006591800000000002,26,13,69,158,26,56,-0.3801275,1.006348,-0.766846,0.1274419,229,226,226,3,-3
886,161921,161941,161946,161953,162013,0,0.0175781,20,-0.243896,25,0.740479,32,-0.14941400000000002,92,0.0219727,10.0,62.0,-0.44824200000000003,-0.0153809,0,-13,-11,-7,-22,162013,162000,162002,162006,161991,0.004394600000000002,0.2307124,-0.7141118,0.12304680000000001,-0.01977543,-0.7141118,0.2307124,-0.7141118,0.12304680000000001,-0.01977543,25,12,72,7,25,60,-0.2614741,0.984375,-0.889893,0.17138670000000003,226,229,81,-3,-145
887,162013,162020,162027,162038,162083,0,0.0219727,7,-0.013183600000000002,14,0.026367200000000004,25,-0.026367200000000004,70,0.00219727,3.5,47.5,-0.037353500000000005,-0.0153809,0,12,10,7,20,162147,162159,162157,162154,162167,0.0021972,-0.29223639999999995,0.6372068,-0.07250979999999999,0.01757813,0.6372068,-0.29223639999999995,0.6372068,-0.07250979999999999,0.01757813,14,18,63,83,14,45,-0.0351563,0.039550800000000004,-0.05273440000000001,0.028564470000000005,81,226,144,-145,63
888,162147,162166,162171,162179,162237,0,0.0241699,19,-0.30541999999999997,24,0.663574,32,-0.09887699999999999,90,0.019775400000000002,9.5,61.0,-0.32959,-0.0153809,0,0,1,0,1,162370,162370,162371,162370,162371,0.0,-0.035156000000000076,-0.015380999999999978,-0.017577999999999996,0.0021972999999999993,-0.015380999999999978,-0.035156000000000076,-0.015380999999999978,-0.017577999999999996,0.0021972999999999993,24,13,71,152,24,58,-0.3295899,0.9689939999999999,-0.762451,0.11865239999999999,144,81,224,63,80
889,162370,162389,162395,162402,162461,0,0.0241699,19,-0.34057600000000005,25,0.648193,32,-0.11645499999999999,91,0.0219727,9.5,61.5,-0.32959,-0.0153809,0,-1,-2,-2,1,162593,162592,162591,162591,162594,-0.004394499999999999,0.04394500000000007,0.015380999999999978,-0.00439500000000001,-0.013183640000000002,0.015380999999999978,0.04394500000000007,0.015380999999999978,-0.00439500000000001,-0.013183640000000002,25,13,72,150,25,59,-0.36474590000000007,0.988769,-0.764648,0.1384277,224,144,221,80,-3
890,162593,162611,162616,162623,162685,0,0.019775400000000002,18,-0.296631,23,0.663574,30,-0.12085,92,0.00878906,9.0,61.0,-0.32959,-0.0153809,0,0,1,1,-36,162811,162811,162812,162812,162775,-0.0021973000000000027,-0.057128999999999985,0.05053699999999994,-0.0021970000000000045,-0.013183589999999999,0.05053699999999994,-0.057128999999999985,0.05053699999999994,-0.0021970000000000045,-0.013183589999999999,23,12,74,144,23,62,-0.3164064,0.960205,-0.784424,0.12963906,221,224,219,-3,-2
891,162811,162829,162835,162842,162867,0,0.0175781,18,-0.35375999999999996,24,0.7141109999999999,31,-0.123047,56,-0.00439453,9.0,43.5,-0.32959,-0.026367200000000004,0,2,1,1,38,163025,163027,163026,163026,163063,0.0021973000000000027,0.035155999999999965,0.0,-0.021973000000000006,0.026367230000000002,0.0,0.035155999999999965,0.0,-0.021973000000000006,0.026367230000000002,24,13,38,178,24,25,-0.37133809999999995,1.0678709999999998,-0.837158,0.11865247000000001,219,221,215,-2,-4
892,163025,163045,163050,163057,163119,0,0.019775400000000002,20,-0.318604,25,0.7141109999999999,32,-0.14502,94,0.0219727,10.0,63.0,-0.44824200000000003,-0.006591800000000001,0,-15,-11,-6,-51,163119,163104,163108,163113,163068,0.0021972999999999993,0.31640673,-0.6899411,0.1296391,-0.01977543,-0.6899411,0.31640673,-0.6899411,0.1296391,-0.01977543,25,12,74,5,25,62,-0.3383794,1.032715,-0.859131,0.16699270000000002,215,219,83,-4,-132
893,163119,163124,163133,163145,163162,0,0.0219727,5,-0.00219727,14,0.0241699,26,-0.0153809,43,0.00219727,2.5,34.5,-0.054931600000000004,-0.037353500000000005,0,14,10,5,43,163244,163258,163254,163249,163287,0.006591799999999998,-0.23730473,0.6635741,-0.1054691,0.02197263,0.6635741,-0.23730473,0.6635741,-0.1054691,0.02197263,14,21,38,101,14,17,-0.024169970000000002,0.026367170000000002,-0.0395508,0.01757817,83,215,135,-132,52
894,163244,163263,163268,163275,163330,0,0.0285645,19,-0.239502,24,0.6877439999999999,31,-0.12085,86,0.0241699,9.5,58.5,-0.32959,-0.039550800000000004,0,7,8,37,16,163385,163392,163393,163422,163401,-0.021972699999999998,0.23730473,-0.38232399999999994,0.09668009999999999,0.5976561,-0.38232399999999994,0.23730473,-0.38232399999999994,0.09668009999999999,0.5976561,24,12,67,81,24,55,-0.2680665,0.9272459999999999,-0.8085939999999999,0.1450199,135,83,149,52,14
895,163385,163411,163417,163453,163487,0,0.006591800000000001,26,-0.00219727,32,0.30541999999999997,68,-0.0241699,102,0.621826,13.0,85.0,-0.138428,-0.0153809,0,-6,-7,-35,-10,163461,163455,163454,163426,163451,0.0153809,-0.31860373000000003,0.34277300000000005,-0.09668009999999999,-0.5954588,0.34277300000000005,-0.31860373000000003,0.34277300000000005,-0.09668009999999999,-0.5954588,32,42,76,-6,32,34,-0.008789070000000001,0.30761726999999994,-0.3295899,0.6459959,149,135,69,14,-80
896,163461,163481,163486,163494,163553,0,0.0219727,20,-0.320801,25,0.648193,33,-0.12085,92,0.026367200000000004,10.0,62.5,-0.44824200000000003,-0.0153809,0,0,1,0,-1,163681,163681,163682,163681,163680,0.006591799999999998,-0.03515600000000002,0.015380999999999978,0.006592000000000001,-0.010986300000000004,0.015380999999999978,-0.03515600000000002,0.015380999999999978,0.006592000000000001,-0.010986300000000004,25,13,72,148,25,59,-0.3427737,0.968994,-0.769043,0.1472172,69,149,221,-80,152
897,163681,163701,163707,163714,163772,0,0.0285645,20,-0.355957,26,0.663574,33,-0.114258,91,0.0153809,10.0,62.0,-0.44824200000000003,-0.0153809,0,-1,-2,-1,-1,163903,163902,163901,163902,163902,-0.002197299999999996,0.054932000000000036,0.046143000000000045,-0.013183,0.004394500000000003,0.046143000000000045,0.054932000000000036,0.046143000000000045,-0.013183,0.004394500000000003,26,13,71,150,26,58,-0.3845215,1.019531,-0.777832,0.1296389,221,69,220,152,-1
898,163903,163922,163927,163935,163993,0,0.026367200000000004,19,-0.301025,24,0.709717,32,-0.127441,90,0.019775400000000002,9.5,61.0,-0.32959,-0.0153809,0,1,1,1,2,164120,164121,164121,164121,164122,0.004394499999999999,0.0,-0.02856499999999995,0.015380000000000005,-0.0021973000000000027,-0.02856499999999995,0.0,-0.02856499999999995,0.015380000000000005,-0.0021973000000000027,24,13,71,147,24,58,-0.32739219999999997,1.010742,-0.8371580000000001,0.1472164,220,221,218,-1,-2
899,164120,164140,164145,164153,164212,0,0.030761700000000003,20,-0.301025,25,0.6811520000000001,33,-0.112061,92,0.0175781,10.0,62.5,-0.44824200000000003,-0.0153809,0,-1,0,-1,0,164343,164342,164343,164342,164343,-0.006591800000000002,-0.05053800000000003,-0.03076100000000015,-0.004393999999999995,0.004394600000000002,-0.03076100000000015,-0.05053800000000003,-0.03076100000000015,-0.004393999999999995,0.004394600000000002,25,13,72,150,25,59,-0.3317867,0.9821770000000001,-0.7932130000000001,0.1296391,218,220,223,-2,5
900,164343,164362,164368,164375,164435,0,0.0241699,19,-0.351563,25,0.6503909999999999,32,-0.11645499999999999,92,0.0219727,9.5,62.0,-0.32959,-0.0153809,0,-8,-12,-7,-21,164435,164427,164423,164428,164414,-0.0021972,0.34936573000000004,-0.6218265,0.09008779999999998,-0.01757817,-0.6218265,0.34936573000000004,-0.6218265,0.09008779999999998,-0.01757817,25,13,73,11,25,60,-0.37573290000000004,1.001954,-0.7668459999999999,0.1384277,223,218,80,5,-143
901,164435,164446,164448,164460,164506,0,0.0219727,11,-0.00219727,13,0.0285645,25,-0.026367200000000004,71,0.00439453,5.5,48.0,-0.057128899999999996,-0.019775400000000002,0,9,12,7,-17,164564,164573,164576,164571,164547,0.010986299999999994,-0.25268573,0.6481935,-0.0966798,-0.01098633,0.6481935,-0.25268573,0.6481935,-0.0966798,-0.01098633,13,14,60,78,13,46,-0.024169970000000002,0.03076177,-0.0549317,0.030761730000000004,80,223,141,-143,61
902,164564,164584,164589,164596,164618,0,0.032958999999999995,20,-0.25488299999999997,25,0.676758,32,-0.123047,54,-0.006591800000000001,10.0,43.0,-0.44824200000000003,-0.026367200000000004,0,-9,-7,-2,-7,164654,164645,164647,164652,164647,-0.015380899999999996,0.25048846999999996,-0.6569826,0.0944825,0.004394530000000001,-0.6569826,0.25048846999999996,-0.6569826,0.0944825,0.004394530000000001,25,12,34,47,25,22,-0.287842,0.9316409999999999,-0.799805,0.11645520000000001,141,80,83,61,-58
903,164654,164665,164672,164684,164701,0,0.0175781,11,-0.00439453,18,0.019775400000000002,30,-0.0285645,47,-0.00219727,5.5,38.5,-0.057128899999999996,-0.0241699,0,10,8,3,44,164786,164796,164794,164789,164830,0.017578200000000002,-0.24389646999999998,0.6481935999999999,-0.09228549999999999,0.013183569999999999,0.6481935999999999,-0.24389646999999998,0.6481935999999999,-0.09228549999999999,0.013183569999999999,18,19,36,106,18,17,-0.02197263,0.024169930000000003,-0.048339900000000005,0.02636723,83,141,140,-58,57
904,164786,164807,164812,164819,164877,0,0.0351563,21,-0.24829099999999998,26,0.6679689999999999,33,-0.12085,91,0.0109863,10.5,62.0,-0.44824200000000003,-0.0153809,0,-3,-3,-3,-2,165009,165006,165006,165006,165007,-0.0153809,-0.0021970000000000045,0.03076100000000015,-0.013182999999999986,0.017578200000000002,0.03076100000000015,-0.0021970000000000045,0.03076100000000015,-0.013182999999999986,0.017578200000000002,26,12,70,150,26,58,-0.28344729999999996,0.9162599999999999,-0.7888189999999999,0.1318363,140,83,220,57,80
905,165009,165027,165032,165039,165098,0,0.019775400000000002,18,-0.250488,23,0.6987300000000001,30,-0.13403299999999999,89,0.0285645,9.0,59.5,-0.32959,-0.026367200000000004,0,23,20,20,-29,165054,165077,165074,165074,165025,-0.024169930000000003,0.2614743,-0.6679683000000001,0.11865209999999998,-0.017578200000000002,-0.6679683000000001,0.2614743,-0.6679683000000001,0.11865209999999998,-0.017578200000000002,23,12,71,-3,23,59,-0.2702634,0.9492180000000001,-0.832763,0.16259749999999998,220,140,65,80,-155
906,165054,165095,165097,165104,165114,0,-0.00439453,41,0.0109863,43,0.030761700000000003,50,-0.0153809,60,0.0109863,20.5,55.0,0.037353500000000005,-0.0241699,0,-22,-18,-18,34,165223,165201,165205,165205,165257,0.026367230000000002,-0.36694330000000003,0.6987303,-0.1142581,0.0021973000000000027,0.6987303,-0.36694330000000003,0.6987303,-0.1142581,0.0021973000000000027,43,9,19,128,43,10,0.015380829999999998,0.019775400000000005,-0.046142600000000006,0.0263672,65,220,151,-155,86
907,165223,165242,165248,165255,165317,0,0.0219727,19,-0.355957,25,0.729492,32,-0.129639,94,0.013183600000000002,9.5,63.0,-0.32959,-0.006591800000000001,0,1,0,0,-9,165443,165444,165443,165443,165434,0.006591799999999998,0.090088,-0.057128999999999985,0.00439500000000001,0.0021972999999999975,-0.057128999999999985,0.090088,-0.057128999999999985,0.00439500000000001,0.0021972999999999975,25,13,75,146,25,62,-0.37792970000000004,1.085449,-0.8591310000000001,0.1428226,151,65,220,86,69
908,165443,165463,165468,165475,165528,0,0.0285645,20,-0.265869,25,0.672363,32,-0.125244,85,0.0153809,10.0,58.5,-0.44824200000000003,-0.039550800000000004,0,-3,-3,-3,0,165667,165664,165664,165664,165667,-0.008789099999999998,0.0,-0.0021970000000000045,0.013183,0.0021972,-0.0021970000000000045,0.0,-0.0021970000000000045,0.013183,0.0021972,25,12,65,156,25,53,-0.2944335,0.9382320000000001,-0.7976070000000001,0.1406249,220,151,221,69,1
909,165667,165684,165689,165696,165752,0,0.019775400000000002,17,-0.265869,22,0.670166,29,-0.112061,85,0.0175781,8.5,57.0,-0.19775399999999999,-0.032958999999999995,0,3,3,3,5,165886,165889,165889,165889,165891,0.004394499999999999,-0.052734999999999976,-0.028564000000000034,0.0,0.0,-0.028564000000000034,-0.052734999999999976,-0.028564000000000034,0.0,0.0,22,12,68,154,22,56,-0.2856444,0.9360350000000001,-0.782227,0.1296391,221,220,222,1,1
910,165886,165906,165911,165918,165976,0,0.0241699,20,-0.318604,25,0.641602,32,-0.112061,90,0.0175781,10.0,61.0,-0.44824200000000003,-0.0153809,0,-2,-2,-2,0,166109,166107,166107,166107,166109,-0.008789000000000002,0.037354,0.05932599999999999,-0.037353000000000025,0.0021973000000000027,0.05932599999999999,0.037354,0.05932599999999999,-0.037353000000000025,0.0021973000000000027,25,12,70,151,25,58,-0.3427739,0.960206,-0.753663,0.1296391,222,221,221,1,-1
911,166109,166127,166132,166139,166199,0,0.0153809,18,-0.28125,23,0.700928,30,-0.14941400000000002,90,0.019775400000000002,9.0,60.0,-0.32959,-0.013183600000000002,0,1,1,1,1,166325,166326,166326,166326,166326,0.008789000000000002,0.02197300000000002,0.039551,0.015381000000000034,-0.0021973000000000027,0.039551,0.02197300000000002,0.039551,0.015381000000000034,-0.0021973000000000027,23,12,72,145,23,60,-0.2966309,0.982178,-0.850342,0.16918940000000002,221,222,217,-1,-4
912,166325,166344,166349,166356,166416,0,0.0241699,19,-0.259277,24,0.740479,31,-0.13403299999999999,91,0.0175781,9.5,61.0,-0.32959,-0.0153809,0,0,1,0,-1,166544,166544,166545,166544,166543,-0.008789000000000002,-0.087891,-0.05932699999999991,0.03295899999999999,0.0021973000000000027,-0.05932699999999991,-0.087891,-0.05932699999999991,0.03295899999999999,0.0021973000000000027,24,12,72,147,24,60,-0.2834469,0.999756,-0.874512,0.1516111,217,221,220,-4,3
913,166544,166563,166569,166575,166634,0,0.0153809,19,-0.347168,25,0.6811520000000001,31,-0.101074,90,0.019775400000000002,9.5,60.5,-0.32959,-0.013183600000000002,0,2,1,2,6,166761,166763,166762,166763,166767,0.010986300000000004,0.10546900000000001,0.0,-0.008789000000000019,-0.0021973000000000027,0.0,0.10546900000000001,0.0,-0.008789000000000019,-0.0021973000000000027,25,12,71,148,25,59,-0.36254889999999995,1.0283200000000001,-0.7822260000000001,0.1208494,220,217,218,3,-2
914,166761,166782,166787,166794,166857,0,0.026367200000000004,21,-0.24169899999999997,26,0.6811520000000001,33,-0.10986300000000002,96,0.0175781,10.5,64.5,-0.44824200000000003,-0.0175781,0,-2,-2,-2,-7,166983,166981,166981,166981,166976,0.0,-0.04614300000000002,-0.021972000000000103,-0.013183999999999987,0.0021973000000000027,-0.021972000000000103,-0.04614300000000002,-0.021972000000000103,-0.013183999999999987,0.0021973000000000027,26,12,75,145,26,63,-0.2680662,0.9228510000000001,-0.7910150000000001,0.12744110000000003,218,220,220,-2,2
915,166983,167002,167007,167014,167072,0,0.026367200000000004,19,-0.287842,24,0.65918,31,-0.123047,89,0.019775400000000002,9.5,60.0,-0.32959,-0.013183600000000002,0,13,10,8,-27,167089,167102,167099,167097,167062,-0.010986300000000004,0.28564473,-0.6459964,0.1120607,-0.015380870000000001,-0.6459964,0.28564473,-0.6459964,0.1120607,-0.015380870000000001,24,12,70,49,24,58,-0.31420919999999997,0.947022,-0.782227,0.14282240000000002,220,218,116,2,-104
916,167089,167121,167123,167128,167151,0,0.0153809,32,-0.00219727,34,0.013183600000000002,39,-0.0109863,62,0.00439453,16.0,50.5,0.6811520000000001,-0.0219727,0,-13,-9,-8,28,167202,167189,167193,167194,167230,0.004394500000000003,-0.34277373000000005,0.6899414,-0.1120607,0.010986369999999999,0.6899414,-0.34277373000000005,0.6899414,-0.1120607,0.010986369999999999,34,7,30,70,34,23,-0.01757817,0.015380870000000001,-0.0241699,0.015380829999999998,116,220,104,-104,-12
917,167202,167221,167227,167233,167292,0,0.019775400000000002,19,-0.344971,25,0.703125,31,-0.123047,90,0.0153809,9.5,60.5,-0.32959,-0.013183600000000002,0,-1,-1,0,0,167417,167416,167416,167417,167417,0.008789099999999998,0.004394999999999982,0.004394999999999927,-0.004393999999999995,0.0021972,0.004394999999999927,0.004394999999999982,0.004394999999999927,-0.004393999999999995,0.0021972,25,12,71,143,25,59,-0.3647464,1.0480960000000001,-0.826172,0.1384279,104,116,214,-12,110
918,167417,167435,167441,167448,167507,0,0.0285645,18,-0.34057600000000005,24,0.7075199999999999,31,-0.127441,90,0.0175781,9.0,60.5,-0.32959,-0.013183600000000002,0,3,2,2,1,167635,167638,167637,167637,167636,-0.0109864,0.059326000000000045,-0.015380999999999867,0.019774999999999987,0.0,-0.015380999999999867,0.059326000000000045,-0.015380999999999867,0.019774999999999987,0.0,24,13,72,149,24,59,-0.36914050000000004,1.048096,-0.834961,0.1450191,214,104,220,110,6
919,167635,167656,167661,167668,167726,0,0.0175781,21,-0.28125,26,0.6921390000000001,33,-0.10766600000000001,91,0.0175781,10.5,62.0,-0.44824200000000003,-0.0153809,0,-1,0,-1,-1,167859,167858,167859,167858,167858,0.004394600000000002,-0.07250999999999996,-0.024170000000000136,0.0021970000000000045,0.004394600000000002,-0.024170000000000136,-0.07250999999999996,-0.024170000000000136,0.0021970000000000045,0.004394600000000002,26,12,70,153,26,58,-0.2988281,0.9733890000000001,-0.7998050000000001,0.12524410000000002,220,214,224,6,4
920,167859,167879,167885,167891,167949,0,0.0219727,20,-0.35375999999999996,26,0.6679689999999999,32,-0.10546900000000001,90,0.0219727,10.0,61.0,-0.44824200000000003,-0.0153809,0,0,-1,-1,0,168084,168084,168083,168083,168084,-0.0021972999999999993,0.08569399999999999,-0.004394999999999927,-0.004394000000000009,-0.0021972999999999993,-0.004394999999999927,0.08569399999999999,-0.004394999999999927,-0.004394000000000009,-0.0021972999999999993,26,12,70,155,26,58,-0.3757327,1.0217289999999999,-0.773438,0.12744170000000002,224,220,224,4,0
